,ResponseId,cue,num_resp,R1,R2,R3
10122,R_3lreyZW314Jgngx,ORD loh,3,army,graduate,completed
10123,R_3lreyZW314Jgngx,pang jio,3,pee,toilet,gross
10124,R_3lreyZW314Jgngx,pasar malam,3,market,bazaar,street
10125,R_3lreyZW314Jgngx,pia,3,strive,work,hustle
10126,R_3lreyZW314Jgngx,pon,3,skip,bad,student
10127,R_3lreyZW314Jgngx,rabz,3,messy,low quality,lousy
10128,R_3lreyZW314Jgngx,see me no up,3,sad,lousy,stupid
10129,R_3lreyZW314Jgngx,simi,3,what,problem,fight
10130,R_3lreyZW314Jgngx,sod,3,crazy,haywire,joker
10131,R_3lreyZW314Jgngx,sotong,3,blur,confused,cute
10132,R_3lreyZW314Jgngx,sui,3,nice,good,pretty
10133,R_3lreyZW314Jgngx,tio,3,got,coved,prey
10134,R_3lreyZW314Jgngx,ulu,3,isolated,scary,dangerous
10135,R_3lreyZW314Jgngx,un,3,understand,comprehend,know
10136,R_3lreyZW314Jgngx,wayang,3,opera,women,elderly
10137,R_3lreyZW314Jgngx,yaya papaya,3,proud,bossy,entitled
10138,R_3lreyZW314Jgngx,zhun,3,accurate,appropriate,coincidental
10139,R_2Xjl6WZ3Y6vI7LD,5Cs,2,rich,potentiality spouse,NA
10140,R_2Xjl6WZ3Y6vI7LD,abit,1,a little bit,NA,NA
10141,R_2Xjl6WZ3Y6vI7LD,Ah Huay,1,henry thiamin,NA,NA
10142,R_2Xjl6WZ3Y6vI7LD,ai see,1,want die,NA,NA
10143,R_2Xjl6WZ3Y6vI7LD,ang pow,1,red packet,NA,NA
10144,R_2Xjl6WZ3Y6vI7LD,ayam,2,chicken,the can tuna,NA
10145,R_2Xjl6WZ3Y6vI7LD,bo tao boh beh,1,making no sense,NA,NA
10146,R_2Xjl6WZ3Y6vI7LD,boleh,1,can,NA,NA
10147,R_2Xjl6WZ3Y6vI7LD,buay,1,no,NA,NA
10148,R_2Xjl6WZ3Y6vI7LD,buay pai,1,not bad,NA,NA
10149,R_2Xjl6WZ3Y6vI7LD,buay song,3,unhappy,unsatisfied,salacity fight
10150,R_2Xjl6WZ3Y6vI7LD,chao mugger,3,spoil market,hard-working,smarty pants
10151,R_2Xjl6WZ3Y6vI7LD,chee ko pek,1,lecherous uncle,NA,NA
10152,R_2Xjl6WZ3Y6vI7LD,da bao,1,takeaway,NA,NA
10153,R_2Xjl6WZ3Y6vI7LD,get,1,understand,NA,NA
10154,R_2Xjl6WZ3Y6vI7LD,handphone,1,phone,NA,NA
10155,R_2Xjl6WZ3Y6vI7LD,hong gan,2,shit got real,good ah,NA
10156,R_2Xjl6WZ3Y6vI7LD,huat,2,strike rich,become rich,NA
10157,R_2Xjl6WZ3Y6vI7LD,kar pak,1,car park,NA,NA
10158,R_2Xjl6WZ3Y6vI7LD,kaypoh,2,nosy,busybody,NA
10159,R_2Xjl6WZ3Y6vI7LD,kee siao,1,NA crazy,NA,NA
10160,R_2Xjl6WZ3Y6vI7LD,kong ka kiao,1,die,NA,NA
10161,R_2Xjl6WZ3Y6vI7LD,liao,1,finish,NA,NA
10162,R_2Xjl6WZ3Y6vI7LD,liek boh kiew,1,don't understander get it,NA,NA
10163,R_2Xjl6WZ3Y6vI7LD,liddat,1,like that,NA,NA
10164,R_2Xjl6WZ3Y6vI7LD,lor,1,that's it what else is thereabout want,NA,NA
10165,R_2Xjl6WZ3Y6vI7LD,nia,1,only,NA,NA
10166,R_2Xjl6WZ3Y6vI7LD,nua,2,lepak,laze,NA
10167,R_2Xjl6WZ3Y6vI7LD,paiseh,2,embarrassed,excuse me,NA
10168,R_2Xjl6WZ3Y6vI7LD,saman,1,fine,NA,NA
10169,R_2Xjl6WZ3Y6vI7LD,showflat,1,mock-up hob flats,NA,NA
10170,R_2Xjl6WZ3Y6vI7LD,Si mi tai dzi,1,what's the matter,NA,NA
10171,R_2Xjl6WZ3Y6vI7LD,swee,2,nice one lah,pretty,NA
10172,R_2Xjl6WZ3Y6vI7LD,tahan,1,standardised,NA,NA
10173,R_2Xjl6WZ3Y6vI7LD,tyco,1,rich,NA,NA
10174,R_2Xjl6WZ3Y6vI7LD,tak boleh tahan,1,can't standardised it,NA,NA
10175,R_2Xjl6WZ3Y6vI7LD,tekan,1,double-clicked on by superior,NA,NA
10176,R_2Xjl6WZ3Y6vI7LD,diam,1,shut up,NA,NA
10177,R_2Xjl6WZ3Y6vI7LD,wa(h) lao (eh),2,geez,goodness gracious,NA
10178,R_2Xjl6WZ3Y6vI7LD,xia lan,2,nasty version of being an ass,despicable swearing kind of ad for someone U hate,NA
10179,R_2Xjl6WZ3Y6vI7LD,yaya papaya,3,smug,arrogant,nose in the air
10180,R_2Xjl6WZ3Y6vI7LD,zao hor,3,NA,NA,NA
10181,R_2Xjl6WZ3Y6vI7LD,zhun,2,no mistakes,on time,NA
10182,R_bPF80Rmiszcn4Qx,ACBC,1,Cant think of anything,NA,NA
10183,R_bPF80Rmiszcn4Qx,act blur,1,Pretend to be unaware,NA,NA
10184,R_bPF80Rmiszcn4Qx,action,1,action,NA,NA
10185,R_bPF80Rmiszcn4Qx,agak agak,1,Approximately,NA,NA
10186,R_bPF80Rmiszcn4Qx,Ah Lian,1,Gangster Girl,NA,NA
10187,R_bPF80Rmiszcn4Qx,ai see buay see,1,Hoboken for something I font remember,NA,NA
10188,R_bPF80Rmiszcn4Qx,akan datang,1,Heard this before cant remember,NA,NA
10189,R_bPF80Rmiszcn4Qx,amacam,1,Can't think of anything,NA,NA
10190,R_bPF80Rmiszcn4Qx,an zhua?,1,Can't remember,NA,NA
10191,R_bPF80Rmiszcn4Qx,bo ta bo lan pa,1,Heard before but cant remember,NA,NA
10192,R_bPF80Rmiszcn4Qx,bo zheng hu,1,Cant think of anything,NA,NA
10193,R_bPF80Rmiszcn4Qx,botak,1,Bald,NA,NA
10194,R_bPF80Rmiszcn4Qx,buay steady,1,Not steady,NA,NA
10195,R_bPF80Rmiszcn4Qx,buay tahan,1,Can't stand this,NA,NA
10196,R_bPF80Rmiszcn4Qx,chin chai,1,Very un-English cant rib,NA,NA
10197,R_bPF80Rmiszcn4Qx,chiong sua,1,Rush,NA,NA
10198,R_bPF80Rmiszcn4Qx,chop,1,Reserve seat usually with tissue paper,NA,NA
10199,R_bPF80Rmiszcn4Qx,chiu kana kah,1,Heard before but cant remember meaning,NA,NA
10200,R_bPF80Rmiszcn4Qx,damn,1,extremely,NA,NA
10201,R_bPF80Rmiszcn4Qx,dunnid,1,Don't Know,NA,NA
10202,R_bPF80Rmiszcn4Qx,echerley,1,Actually,NA,NA
10203,R_bPF80Rmiszcn4Qx,gostan,1,go Stern meaning go backwards,NA,NA
10204,R_bPF80Rmiszcn4Qx,guai lan,1,Whitestaunton,NA,NA
10205,R_bPF80Rmiszcn4Qx,hong bao,1,Red Packet,NA,NA
10206,R_bPF80Rmiszcn4Qx,jiak kantang,1,Cant think of anything,NA,NA
10207,R_bPF80Rmiszcn4Qx,keling kia,1,Heard before,NA,NA
10208,R_bPF80Rmiszcn4Qx,kena,1,Contracted,NA,NA
10209,R_bPF80Rmiszcn4Qx,ki chia,1,Chan Chung Seng say before LOL but i font know the meaning,NA,NA
10210,R_bPF80Rmiszcn4Qx,kiam,1,Cant think of anything,NA,NA
10211,R_bPF80Rmiszcn4Qx,kopitiam,1,Coffee Shop,NA,NA
10212,R_bPF80Rmiszcn4Qx,limpeh,1,Literally Father but used in a condescending context calling oneself the other's father,NA,NA
10213,R_bPF80Rmiszcn4Qx,lobang,1,Self-preservation,NA,NA
10214,R_bPF80Rmiszcn4Qx,mafan,1,Troublesome,NA,NA
10215,R_bPF80Rmiszcn4Qx,mampat,1,Malay but cant remember the meaning,NA,NA
10216,R_bPF80Rmiszcn4Qx,masak-masak,1,Heard before cant remember,NA,NA
10217,R_bPF80Rmiszcn4Qx,mug,1,Steal,NA,NA
10218,R_bPF80Rmiszcn4Qx,neh neh pok,2,Boobs,that ropemaker snack,NA
10219,R_bPF80Rmiszcn4Qx,nia gong de ji dan,1,Cant think of anything grandfather's eggs,NA,NA
10220,R_bPF80Rmiszcn4Qx,no eye see,1,Did not see,NA,NA
10221,R_bPF80Rmiszcn4Qx,owadio,1,ORD Lohse completed NS,NA,NA
10222,R_bPF80Rmiszcn4Qx,pai kia,1,Gangster,NA,NA
10223,R_bPF80Rmiszcn4Qx,photostat,1,Photocopy,NA,NA
10224,R_bPF80Rmiszcn4Qx,pia,1,Hit,NA,NA
10225,R_bPF80Rmiszcn4Qx,siao,1,Crazy,NA,NA
10226,R_bPF80Rmiszcn4Qx,sotong,1,Silly person,NA,NA
10227,R_bPF80Rmiszcn4Qx,tembalik,1,opposite,NA,NA
10228,R_bPF80Rmiszcn4Qx,up lorry,1,Go tits up e.g. get torpedoed,NA,NA
10229,R_bPF80Rmiszcn4Qx,very the,1,very,NA,NA
10230,R_bPF80Rmiszcn4Qx,wa(h) lan,1,Damn it,NA,NA
10231,R_bPF80Rmiszcn4Qx,xia suay,1,Unlucky,NA,NA
10232,R_1rxhwGaUpUhpIXV,ah,1,agree,NA,NA
10233,R_1rxhwGaUpUhpIXV,ah gua,1,gay,NA,NA
10234,R_1rxhwGaUpUhpIXV,ah neh,1,foreign workers,NA,NA
10235,R_1rxhwGaUpUhpIXV,ah tiong,1,Chinese,NA,NA
10236,R_1rxhwGaUpUhpIXV,an zhua?,1,how,NA,NA
10237,R_1rxhwGaUpUhpIXV,atas,1,high-class,NA,NA
10238,R_1rxhwGaUpUhpIXV,bo geh,1,toothless,NA,NA
10239,R_1rxhwGaUpUhpIXV,botak,1,bald,NA,NA
10240,R_1rxhwGaUpUhpIXV,buay tahan,1,irritating,NA,NA
10241,R_1rxhwGaUpUhpIXV,chee bai,1,curse,NA,NA
10242,R_1rxhwGaUpUhpIXV,chim,1,difficult,NA,NA
10243,R_1rxhwGaUpUhpIXV,don't play play,1,stop joking,NA,NA
10244,R_1rxhwGaUpUhpIXV,gahmen,1,government,NA,NA
10245,R_1rxhwGaUpUhpIXV,geh geh,1,faking,NA,NA
10246,R_1rxhwGaUpUhpIXV,gone-case,1,loser,NA,NA
10247,R_1rxhwGaUpUhpIXV,kae ang moh,1,pretending to be Eurasian,NA,NA
10248,R_1rxhwGaUpUhpIXV,kiasu,1,scared of losing,NA,NA
10249,R_1rxhwGaUpUhpIXV,lah,1,casual,NA,NA
10250,R_1rxhwGaUpUhpIXV,leh,1,casual,NA,NA
10251,R_1rxhwGaUpUhpIXV,leh chey,1,troublesome,NA,NA
10252,R_1rxhwGaUpUhpIXV,masak-masak,1,playing around,NA,NA
10253,R_1rxhwGaUpUhpIXV,meh,1,average,NA,NA
10254,R_1rxhwGaUpUhpIXV,mong cha cha,1,blur,NA,NA
10255,R_1rxhwGaUpUhpIXV,nia gong,1,your grandfather,NA,NA
10256,R_1rxhwGaUpUhpIXV,Obasan,1,Japanese,NA,NA
10257,R_1rxhwGaUpUhpIXV,pak zam,1,vaccine,NA,NA
10258,R_1rxhwGaUpUhpIXV,pak tor,1,date,NA,NA
10259,R_1rxhwGaUpUhpIXV,pang chance,1,give chance,NA,NA
10260,R_1rxhwGaUpUhpIXV,pang sai,1,shit,NA,NA
10261,R_1rxhwGaUpUhpIXV,see first,1,indecisive,NA,NA
10262,R_1rxhwGaUpUhpIXV,see you very up,1,ups,NA,NA
10263,R_1rxhwGaUpUhpIXV,shiok,1,satisfying,NA,NA
10264,R_1rxhwGaUpUhpIXV,steady pom pi pi,1,steady,NA,NA
10265,R_1rxhwGaUpUhpIXV,swaku,1,outdated,NA,NA
10266,R_1rxhwGaUpUhpIXV,un,1,dip,NA,NA
10267,R_1rxhwGaUpUhpIXV,wayang,1,drama,NA,NA
10268,R_1rxhwGaUpUhpIXV,yaya papaya,1,dramatic,NA,NA
10269,R_1LOuyHBhDb8z5Mi,action,1,arrogant,NA,NA
10270,R_1LOuyHBhDb8z5Mi,agar-ration,1,estimate,NA,NA
10271,R_1LOuyHBhDb8z5Mi,Ah Beng,1,gangster,NA,NA
10272,R_1LOuyHBhDb8z5Mi,Ah Seng,2,gangster,bad,NA
10273,R_1LOuyHBhDb8z5Mi,Ah Huay,2,gangster,sidekick,NA
10274,R_1LOuyHBhDb8z5Mi,ai tzai,1,reassure,NA,NA
10275,R_1LOuyHBhDb8z5Mi,aiyah,1,hopeless,NA,NA
10276,R_1LOuyHBhDb8z5Mi,amacam,1,hi,NA,NA
10277,R_1LOuyHBhDb8z5Mi,ang pow,1,money,NA,NA
10278,R_1LOuyHBhDb8z5Mi,belanja,1,treat,NA,NA
10279,R_1LOuyHBhDb8z5Mi,bodoh,1,stupid,NA,NA
10280,R_1LOuyHBhDb8z5Mi,bo pian,1,helpless,NA,NA
10281,R_1LOuyHBhDb8z5Mi,bo eng,1,busy,NA,NA
10282,R_1LOuyHBhDb8z5Mi,bo ta bo lan pa,1,drink,NA,NA
10283,R_1LOuyHBhDb8z5Mi,boleh,2,can,possible,NA
10284,R_1LOuyHBhDb8z5Mi,buay steady,2,cannot,unconfident,NA
10285,R_1LOuyHBhDb8z5Mi,chicken business,1,prostitution,NA,NA
10286,R_1LOuyHBhDb8z5Mi,chop,2,book,reserve,NA
10287,R_1LOuyHBhDb8z5Mi,cmi,2,bad,terrible,NA
10288,R_1LOuyHBhDb8z5Mi,da bao,2,takeaway,plastic,NA
10289,R_1LOuyHBhDb8z5Mi,damn,2,very,super,NA
10290,R_1LOuyHBhDb8z5Mi,don't play play,2,anyhow,unserious,NA
10291,R_1LOuyHBhDb8z5Mi,gahmen,2,government,authority,NA
10292,R_1LOuyHBhDb8z5Mi,horlan,2,Holland,unknown,NA
10293,R_1LOuyHBhDb8z5Mi,jia lat,2,bad,consequence,NA
10294,R_1LOuyHBhDb8z5Mi,jio,2,ask,invite,NA
10295,R_1LOuyHBhDb8z5Mi,kenz,2,okay,possible,NA
10296,R_1LOuyHBhDb8z5Mi,kiam pa,2,hit,face,NA
10297,R_1LOuyHBhDb8z5Mi,kopi,1,coffee,NA,NA
10298,R_1LOuyHBhDb8z5Mi,lah,1,condescending,NA,NA
10299,R_1LOuyHBhDb8z5Mi,la sai,2,diarrhoea,unwell,NA
10300,R_1LOuyHBhDb8z5Mi,long zhong,1,together,NA,NA
10301,R_1LOuyHBhDb8z5Mi,lun zun,1,clumsy,NA,NA
10302,R_1LOuyHBhDb8z5Mi,mafan,1,troublesome,NA,NA
10303,R_1LOuyHBhDb8z5Mi,mong cha cha,1,blur,NA,NA
10304,R_1LOuyHBhDb8z5Mi,mug,2,study,revise,NA
10305,R_1LOuyHBhDb8z5Mi,obiang,1,obsolete,NA,NA
10306,R_1LOuyHBhDb8z5Mi,ORD loh,1,army,NA,NA
10307,R_1LOuyHBhDb8z5Mi,rabak,2,naughty,disapprove,NA
10308,R_1LOuyHBhDb8z5Mi,saman,3,fine,auntie,ticket
10309,R_1LOuyHBhDb8z5Mi,showflat,1,home,NA,NA
10310,R_1LOuyHBhDb8z5Mi,sia,2,annoyance,disbelief,NA
10311,R_1LOuyHBhDb8z5Mi,siao,1,crazy,NA,NA
10312,R_1LOuyHBhDb8z5Mi,tyco,1,lucky,NA,NA
10313,R_1LOuyHBhDb8z5Mi,tak boleh tahan,1,unbearable,NA,NA
10314,R_1LOuyHBhDb8z5Mi,talk cock,2,nonsense,garbage,NA
10315,R_1LOuyHBhDb8z5Mi,ulu,1,remote,NA,NA
10316,R_1LOuyHBhDb8z5Mi,wa(h) lan,1,disbelief,NA,NA
10317,R_1LOuyHBhDb8z5Mi,white horse,2,rich,influential,NA
10318,R_1LOuyHBhDb8z5Mi,xia suay,1,unlucky,NA,NA
10319,R_5akH4fcf5uiGKJ3,4D,2,gambling,toot,NA
10320,R_5akH4fcf5uiGKJ3,agak agak,2,estimation,eyeball it,NA
10321,R_5akH4fcf5uiGKJ3,ah,2,shilling,question,NA
10322,R_5akH4fcf5uiGKJ3,Ah Lian,1,gangster girl,NA,NA
10323,R_5akH4fcf5uiGKJ3,alamak,2,oh no,g,NA
10324,R_5akH4fcf5uiGKJ3,atas,2,high-class,fancy,NA
10325,R_5akH4fcf5uiGKJ3,ayam,2,chicken,pen yet,NA
10326,R_5akH4fcf5uiGKJ3,balik kampong,1,go back to home town,NA,NA
10327,R_5akH4fcf5uiGKJ3,berak,1,shit,NA,NA
10328,R_5akH4fcf5uiGKJ3,chee bai,1,vulgarity,NA,NA
10329,R_5akH4fcf5uiGKJ3,chee ko pek,2,pervert,old man,NA
10330,R_5akH4fcf5uiGKJ3,cheem,2,difficult,cannot understand,NA
10331,R_5akH4fcf5uiGKJ3,chio bu,1,pretty girl,NA,NA
10332,R_5akH4fcf5uiGKJ3,garang,2,act,show off,NA
10333,R_5akH4fcf5uiGKJ3,goondu,2,silly,clown,NA
10334,R_5akH4fcf5uiGKJ3,hong gan,2,g,dead,NA
10335,R_5akH4fcf5uiGKJ3,hum ji,1,scared cat,NA,NA
10336,R_5akH4fcf5uiGKJ3,jelak,2,sick of it,can't eat too much,NA
10337,R_5akH4fcf5uiGKJ3,jiak chao,2,eat snake,slack on the job,NA
10338,R_5akH4fcf5uiGKJ3,kaypoh,1,nosey,NA,NA
10339,R_5akH4fcf5uiGKJ3,kee siao,1,crazy,NA,NA
10340,R_5akH4fcf5uiGKJ3,kena sai,2,curse,angry,NA
10341,R_5akH4fcf5uiGKJ3,kiasu,2,scared to lose,kiasi,NA
10342,R_5akH4fcf5uiGKJ3,lao sai,2,shit,poop,NA
10343,R_5akH4fcf5uiGKJ3,liao,2,shilling,already,NA
10344,R_5akH4fcf5uiGKJ3,limpeh,2,me,old man,NA
10345,R_5akH4fcf5uiGKJ3,mata,1,police,NA,NA
10346,R_5akH4fcf5uiGKJ3,nia,2,only,not a big deal,NA
10347,R_5akH4fcf5uiGKJ3,orh,2,OK,got it,NA
10348,R_5akH4fcf5uiGKJ3,pai kia,2,bad kid,doesn't study,NA
10349,R_5akH4fcf5uiGKJ3,pang sai,1,shit,NA,NA
10350,R_5akH4fcf5uiGKJ3,pok kai,2,no money,broke,NA
10351,R_5akH4fcf5uiGKJ3,rabz-kebabz,2,oh no,g,NA
10352,R_5akH4fcf5uiGKJ3,sekali,1,what if,NA,NA
10353,R_5akH4fcf5uiGKJ3,shiok,2,yes,relaxing,NA
10354,R_5akH4fcf5uiGKJ3,sibei,2,very,hokku,NA
10355,R_5akH4fcf5uiGKJ3,suka,2,anyhow,reckless,NA
10356,R_5akH4fcf5uiGKJ3,sui,2,pretty,nice,NA
10357,R_5akH4fcf5uiGKJ3,diam,2,keep quiet,shut up,NA
10358,R_5akH4fcf5uiGKJ3,toot,2,censor,vulgarities,NA
10359,R_5akH4fcf5uiGKJ3,towkay,2,big boss,highest rank,NA
10360,R_5akH4fcf5uiGKJ3,twa kee,2,big size,tow yak,NA
10361,R_5akH4fcf5uiGKJ3,wah seh,2,wow,good job,NA
10362,R_5akH4fcf5uiGKJ3,yandao,1,handsome,NA,NA
10363,R_5akH4fcf5uiGKJ3,zhun,2,accurate,bullseye,NA
10364,R_3kFVwqQ3hJQ7RHj,ai see buay see,1,undying,NA,NA
10365,R_3kFVwqQ3hJQ7RHj,bo zheng hu,1,lawless,NA,NA
10366,R_3kFVwqQ3hJQ7RHj,chao,1,damn,NA,NA
10367,R_3kFVwqQ3hJQ7RHj,chao geng,2,pretend,fake,NA
10368,R_3kFVwqQ3hJQ7RHj,'cher,1,teacher,NA,NA
10369,R_3kFVwqQ3hJQ7RHj,double confirm,1,very sure,NA,NA
10370,R_3kFVwqQ3hJQ7RHj,eeyer,1,gross,NA,NA
10371,R_3kFVwqQ3hJQ7RHj,eye power,2,no action,watch,NA
10372,R_3kFVwqQ3hJQ7RHj,gostan,1,reverse,NA,NA
10373,R_3kFVwqQ3hJQ7RHj,hao lian,3,proud,arrogant,cocky
10374,R_3kFVwqQ3hJQ7RHj,heng,1,lucky,NA,NA
10375,R_3kFVwqQ3hJQ7RHj,kena,1,exposed,NA,NA
10376,R_3kFVwqQ3hJQ7RHj,ki chia,2,car,beggar,NA
10377,R_3kFVwqQ3hJQ7RHj,kiam,2,scrimp,miserly,NA
10378,R_3kFVwqQ3hJQ7RHj,kopitiam,2,coffee shop,food court,NA
10379,R_3kFVwqQ3hJQ7RHj,lor,1,it's like that,NA,NA
10380,R_3kFVwqQ3hJQ7RHj,mati,1,die,NA,NA
10381,R_3kFVwqQ3hJQ7RHj,meh,3,bored,so-so,neutral
10382,R_3kFVwqQ3hJQ7RHj,neh neh pok,1,breasts,NA,NA
10383,R_3kFVwqQ3hJQ7RHj,orh hor,1,trouble,NA,NA
10384,R_3kFVwqQ3hJQ7RHj,oso,1,also,NA,NA
10385,R_3kFVwqQ3hJQ7RHj,ownself,1,oneself,NA,NA
10386,R_3kFVwqQ3hJQ7RHj,pang jio,1,banana,NA,NA
10387,R_3kFVwqQ3hJQ7RHj,pariah,2,social,outcast,NA
10388,R_3kFVwqQ3hJQ7RHj,pon,1,skip,NA,NA
10389,R_3kFVwqQ3hJQ7RHj,sei,2,drunk,tipsy,NA
10390,R_3kFVwqQ3hJQ7RHj,see you very up,3,admire,idol,friend
10391,R_3kFVwqQ3hJQ7RHj,siam,1,avoid,NA,NA
10392,R_3kFVwqQ3hJQ7RHj,sotong,1,blur,NA,NA
10393,R_3kFVwqQ3hJQ7RHj,steady pom pi pi,1,confirmed,NA,NA
10394,R_3kFVwqQ3hJQ7RHj,tahan,2,tolerate,bear,NA
10395,R_3kFVwqQ3hJQ7RHj,tio,1,afflicted,NA,NA
10396,R_3kFVwqQ3hJQ7RHj,ti ko pek,2,creep,paedophile,NA
10397,R_3kFVwqQ3hJQ7RHj,wa(h) lao (eh),1,unbelievable,NA,NA
10398,R_3kFVwqQ3hJQ7RHj,wa kao,1,wow,NA,NA
10399,R_3kFVwqQ3hJQ7RHj,zao kng,1,NA,NA,NA
10400,R_24NS3LgPJrJg8x6,5Cs,3,money,outdated,happiness
10401,R_24NS3LgPJrJg8x6,abit,1,only,NA,NA
10402,R_24NS3LgPJrJg8x6,act blur,3,pretend only,sotong,fake
10403,R_24NS3LgPJrJg8x6,Ah Long,3,loan shark,gangster,drama
10404,R_24NS3LgPJrJg8x6,ai sui,1,vain,NA,NA
10405,R_24NS3LgPJrJg8x6,aiyoyo,2,has,sigh,NA
10406,R_24NS3LgPJrJg8x6,ar,1,oh,NA,NA
10407,R_24NS3LgPJrJg8x6,bao toh,1,sleep,NA,NA
10408,R_24NS3LgPJrJg8x6,chim,2,difficult,intellectuals only,NA
10409,R_24NS3LgPJrJg8x6,chin chai,2,anyhow,anything,NA
10410,R_24NS3LgPJrJg8x6,encik,1,tan,NA,NA
10411,R_24NS3LgPJrJg8x6,geh kiang,1,annoying,NA,NA
10412,R_24NS3LgPJrJg8x6,hong bao,3,money,red packet,Chinese new year
10413,R_24NS3LgPJrJg8x6,jiak,1,eat,NA,NA
10414,R_24NS3LgPJrJg8x6,kampung,3,spirit,glam,vibes
10415,R_24NS3LgPJrJg8x6,kar pak,1,car park,NA,NA
10416,R_24NS3LgPJrJg8x6,koyah,1,koala,NA,NA
10417,R_24NS3LgPJrJg8x6,lobang,1,hole,NA,NA
10418,R_24NS3LgPJrJg8x6,ORD,1,finally,NA,NA
10419,R_24NS3LgPJrJg8x6,paiseh,2,sorry,feels bad,NA
10420,R_24NS3LgPJrJg8x6,sam seng,3,gangster,criminal,stay away
10421,R_24NS3LgPJrJg8x6,see first,2,consider,think,NA
10422,R_24NS3LgPJrJg8x6,simi,3,what,la,ah Beng
10423,R_24NS3LgPJrJg8x6,suay,3,unlucky,xi,NA
10424,R_24NS3LgPJrJg8x6,tau pok,2,Yong tau foo,bean curd,NA
10425,R_24NS3LgPJrJg8x6,teh,2,tea with milk,sew sai,NA
10426,R_24NS3LgPJrJg8x6,zai,2,steady,sure,NA
10427,R_24NS3LgPJrJg8x6,your head,2,anyhow,pain,NA
10428,R_5pU48OYSgGsNp4t,ai see,1,I see,NA,NA
10429,R_5pU48OYSgGsNp4t,akan datang,1,about to arrive,NA,NA
10430,R_5pU48OYSgGsNp4t,bak kwa,1,Dried meat,NA,NA
10431,R_5pU48OYSgGsNp4t,bo liao,1,no more,NA,NA
10432,R_5pU48OYSgGsNp4t,buay,1,negation,NA,NA
10433,R_5pU48OYSgGsNp4t,buay song,1,truffles,NA,NA
10434,R_5pU48OYSgGsNp4t,buay gan,1,don't do,NA,NA
10435,R_5pU48OYSgGsNp4t,catch no ball,1,doesn't understand,NA,NA
10436,R_5pU48OYSgGsNp4t,zha bor,1,girl,NA,NA
10437,R_5pU48OYSgGsNp4t,chiong,1,chill,NA,NA
10438,R_5pU48OYSgGsNp4t,chiu kana kah,1,Insult,NA,NA
10439,R_5pU48OYSgGsNp4t,chope,1,reserve,NA,NA
10440,R_5pU48OYSgGsNp4t,corright,1,correct,NA,NA
10441,R_5pU48OYSgGsNp4t,dunnid,1,don't need,NA,NA
10442,R_5pU48OYSgGsNp4t,echerley,1,actually,NA,NA
10443,R_5pU48OYSgGsNp4t,get,1,understand,NA,NA
10444,R_5pU48OYSgGsNp4t,helication,1,helicopter vacation,NA,NA
10445,R_5pU48OYSgGsNp4t,jiak zua,1,Faking,NA,NA
10446,R_5pU48OYSgGsNp4t,kar chng,1,random stuff,NA,NA
10447,R_5pU48OYSgGsNp4t,kiasi,1,coward,NA,NA
10448,R_5pU48OYSgGsNp4t,ku ku jiao,1,penis,NA,NA
10449,R_5pU48OYSgGsNp4t,liddat,1,like that,NA,NA
10450,R_5pU48OYSgGsNp4t,mah,1,Question,NA,NA
10451,R_5pU48OYSgGsNp4t,makan,1,eat,NA,NA
10452,R_5pU48OYSgGsNp4t,neh neh,1,tease,NA,NA
10453,R_5pU48OYSgGsNp4t,pak zam,1,White chopped,NA,NA
10454,R_5pU48OYSgGsNp4t,pak tor,1,dating,NA,NA
10455,R_5pU48OYSgGsNp4t,pasar malam,1,night market,NA,NA
10456,R_5pU48OYSgGsNp4t,pundek,1,Insult,NA,NA
10457,R_5pU48OYSgGsNp4t,sabo,1,Sabotage,NA,NA
10458,R_5pU48OYSgGsNp4t,shame shame,1,naked,NA,NA
10459,R_5pU48OYSgGsNp4t,sod,1,crazy,NA,NA
10460,R_5pU48OYSgGsNp4t,swee,1,Nice,NA,NA
10461,R_5pU48OYSgGsNp4t,tak boleh,1,cannot,NA,NA
10462,R_5pU48OYSgGsNp4t,up lorry,1,NA,NA,NA
10463,R_5pU48OYSgGsNp4t,very the,1,extremely,NA,NA
10464,R_5pU48OYSgGsNp4t,vomit blood,1,eye roll,NA,NA
10465,R_5pU48OYSgGsNp4t,walau,1,Oh come on,NA,NA
10466,R_5pU48OYSgGsNp4t,wayang,1,flick,NA,NA
10467,R_2XdmAdUb1UmAqTi,4D,1,lottery,NA,NA
10468,R_2XdmAdUb1UmAqTi,5Cs,3,cash,credit card,condominium
10469,R_2XdmAdUb1UmAqTi,ACBC,I don't know this word,NA,NA,NA
10470,R_2XdmAdUb1UmAqTi,action,2,start,go,NA
10471,R_2XdmAdUb1UmAqTi,Ah Huay,I don't know this word,NA,NA,NA
10472,R_2XdmAdUb1UmAqTi,ai sui,1,vain,NA,NA
10473,R_2XdmAdUb1UmAqTi,ai tzai,I don't know this word,NA,NA,NA
10474,R_2XdmAdUb1UmAqTi,aiyoyo,1,sighing,NA,NA
10475,R_2XdmAdUb1UmAqTi,akan datang,1,will come,NA,NA
10476,R_2XdmAdUb1UmAqTi,balik kampong,1,go home,NA,NA
10477,R_2XdmAdUb1UmAqTi,barang barang,2,belongings,items,NA
10478,R_2XdmAdUb1UmAqTi,berak,I don't know this word,NA,NA,NA
10479,R_2XdmAdUb1UmAqTi,buay pai,1,not bad,NA,NA
